Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
M4A4_Magnesium,Danger_Zone,Mil-Spec,,,2024-03-21 19:42:39,USD,,,,,
MP9_Modest_Threat,Danger_Zone,Mil-Spec,,,2024-03-21 15:51:11,USD,,,,,
Glock-18_Oxide_Blaze,Danger_Zone,Mil-Spec,,,2024-03-21 16:03:21,USD,,,,,
Sawed-Off_Black_Sand,Danger_Zone,Mil-Spec,,,2024-03-21 19:09:33,USD,,,,,
SSG_08_Acid_Fade,Safehouse,Mil-Spec,,,2024-03-21 19:56:58,USD,,,,,
