Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
MP5-SD_Phosphor,Danger_Zone,Classified,0,0.8,2024-03-20 22:27:30,USD,8.25,5.21,3.26,3.89,2.97
Desert_Eagle_Mecha_Industries,Danger_Zone,Classified,0,0.6,2024-03-20 22:27:50,USD,8.72,5.41,4.35,4.32,3.91
UMP-45_Momentum,Danger_Zone,Classified,0,0.5,2024-03-20 22:28:44,USD,8.00,5.34,3.86,4.27,4.20
AWP_Duality,Revolution,Classified,0,0.7,2024-03-20 22:33:54,USD,13.61,6.46,3.21,5.17,2.46
P2000_Wicked_Sick,Revolution,Classified,0,1,2024-03-20 22:33:24,USD,12.63,5.89,2.32,2.39,1.97
UMP-45_Wild_Child,Revolution,Classified,0,1,2024-03-20 22:33:39,USD,13.61,6.11,2.51,1.99,2.25
