Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
AK-47_Head_Shot,Revolution,Covert,0.00,1.00,2024-04-17 00:11:37,USD,64.3,32.02,15.33,9.02,6.88
M4A4_Temukau,Revolution,Covert,0.00,0.80,2024-04-17 00:14:47,USD,124.4,57.38,16.14,13.01,7.48
M4A4_Eye_of_Horus,Anubis,Covert,0.00,0.70,2024-04-17 00:20:43,USD,788.26,463.75,219,193.86,129.87
Five-SeveN_Angry_Mob,Prisma,Covert,0.00,0.70,2024-04-17 09:41:21,USD,11.36,5.26,2.44,3.09,2.94
M4A4_The_Emperor,Prisma,Covert,0.00,0.80,2024-04-17 09:44:25,USD,121.91,37.54,11.11,9.73,7.23
