ID,floatWear,formattedPrice,item,source,rarity,timestamp
0,0.14376418292522,10.85,P250 Visions,SCM,Classified,2023-04-16 10:46:55
1,0.13780596852303,11.13,P250 Visions,SCM,Classified,2023-04-16 10:46:55
2,0.12184893339872,11.27,P250 Visions,SCM,Classified,2023-04-16 10:46:55
3,0.14758384227753,11.53,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
4,0.13786259293556,11.63,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
5,0.13920699059963,11.63,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
6,0.1304224729538,11.81,P250 Visions,SCM,Classified,2023-04-16 10:46:55
7,0.14357972145081,11.9,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
8,0.14385475218296,12.0,P250 Visions,SCM,Classified,2023-04-16 10:46:55
9,0.13109102845192,12.11,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
10,0.13698297739029,12.19,P250 Visions,SCM,Classified,2023-04-16 10:46:55
11,0.1363078802824,12.4,P250 Visions,SCM,Classified,2023-04-16 10:46:55
12,0.13073994219303,12.49,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
13,0.12548273801804,12.55,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
14,0.13789793848991,12.55,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
15,0.13744097948074,12.65,P250 Visions,SCM,Classified,2023-04-16 10:46:55
16,0.12073747068644,12.68,P250 Visions,SCM,Classified,2023-04-16 10:46:55
17,0.11188401281834,12.71,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
18,0.12963078916073,12.77,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
19,0.13603220880032,12.79,P250 Visions,SCM,Classified,2023-04-16 10:46:55
20,0.1295323073864,12.82,P250 Visions,SCM,Classified,2023-04-16 10:46:55
21,0.11951028555632,12.91,P250 Visions,SCM,Classified,2023-04-16 10:46:55
22,0.10275012999773,12.96,P250 Visions,SCM,Classified,2023-04-16 10:46:55
23,0.11392372101545,12.96,P250 Visions,SCM,Classified,2023-04-16 10:46:55
24,0.1227345764637,13.08,P250 Visions,SCM,Classified,2023-04-16 10:46:55
25,0.11663460731506,13.83,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
26,0.11819995939732,14.05,P250 Visions,SCM,Classified,2023-04-16 10:46:55
27,0.11665866523981,14.09,P250 Visions,SCM,Classified,2023-04-16 10:46:55
28,0.10117617994547,14.12,P250 Visions,SCM,Classified,2023-04-16 10:46:55
29,0.11292112618685,14.17,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
30,0.11862684041262,14.69,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
31,0.11270999908447,14.93,P250 Visions,SCM,Classified,2023-04-16 10:46:55
32,0.11696502566338,14.95,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
33,0.09022141247988,15.69,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
34,0.1103723347187,16.1,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
35,0.11446198821068,16.2,P250 Visions,SCM,Classified,2023-04-16 10:46:55
36,0.11594694107771,17.25,P250 Visions,SCM,Classified,2023-04-16 10:46:55
37,0.10827921330929,17.28,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
38,0.09011648595333,17.57,P250 Visions,SCM,Classified,2023-04-16 10:46:55
39,0.09183940291405,17.57,P250 Visions,SCM,Classified,2023-04-16 10:46:55
40,0.09013233333826,17.73,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
41,0.09073027223349,17.73,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
42,0.10897555947304,18.61,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:55
43,0.09775123745203,19.34,P250 Visions,SCM,Classified,2023-04-16 10:46:55
44,0.0636322721839,19.78,P250 Visions,SCM,Classified,2023-04-16 10:46:29
45,0.06861086934805,19.98,P250 Visions,SCM,Classified,2023-04-16 10:46:29
46,0.06357488036156,20.39,P250 Visions,SCM,Classified,2023-04-16 10:46:29
47,0.06826795637608,20.54,P250 Visions,SCM,Classified,2023-04-16 10:46:29
48,0.05847354978323,20.6,P250 Visions,SCM,Classified,2023-04-16 10:46:29
49,0.06359968334436,20.64,P250 Visions,SCM,Classified,2023-04-16 10:46:29
50,0.0635734796524,20.75,P250 Visions,SCM,Classified,2023-04-16 10:46:29
51,0.06361674517393,20.75,P250 Visions,SCM,Classified,2023-04-16 10:46:29
52,0.05773697420955,20.95,P250 Visions,SCM,Classified,2023-04-16 10:46:29
53,0.06361541152,20.98,P250 Visions,SCM,Classified,2023-04-16 10:46:29
54,0.06410361081362,21.12,P250 Visions,SCM,Classified,2023-04-16 10:46:29
55,0.06354393064976,21.17,P250 Visions,SCM,Classified,2023-04-16 10:46:29
56,0.0633881315589,21.35,P250 Visions,SCM,Classified,2023-04-16 10:46:29
57,0.06146171689034,21.6,P250 Visions,SCM,Classified,2023-04-16 10:46:29
58,0.06353223323822,22.19,P250 Visions,SCM,Classified,2023-04-16 10:46:29
59,0.05656656995416,22.54,P250 Visions,SCM,Classified,2023-04-16 10:46:29
60,0.05795869603753,23.0,P250 Visions,SCM,Classified,2023-04-16 10:46:29
61,0.06250539422035,23.19,P250 Visions,SCM,Classified,2023-04-16 10:46:29
62,0.06353531777859,23.19,P250 Visions,SCM,Classified,2023-04-16 10:46:29
63,0.05712877213955,23.28,P250 Visions,SCM,Classified,2023-04-16 10:46:29
64,0.06185904890299,23.75,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
65,0.06344019621611,24.0,P250 Visions,SCM,Classified,2023-04-16 10:46:29
66,0.05799920484424,24.47,P250 Visions,SCM,Classified,2023-04-16 10:46:29
67,0.06230804696679,24.47,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
68,0.0330675393343,24.76,P250 Visions,SCM,Classified,2023-04-16 10:46:29
69,0.05622809007764,25.22,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
70,0.05825319886208,26.99,P250 Visions,SCM,Classified,2023-04-16 10:46:29
71,0.0610998980701,26.99,P250 Visions,SCM,Classified,2023-04-16 10:46:29
72,0.05722778663039,29.1,P250 Visions,SCM,Classified,2023-04-16 10:46:29
73,0.04289157316089,29.31,P250 Visions,SCM,Classified,2023-04-16 10:46:29
74,0.05705812200904,31.3,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
75,0.05518919602036,34.5,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
76,0.05449581518769,34.78,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
77,0.00314430915751,36.86,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
78,0.04362952336669,37.69,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
79,0.02434220723808,37.79,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
80,0.03790662810206,37.95,Sawed-Off Kiss-Love,SCM,Classified,2023-04-16 10:45:26
81,0.02912500314415,38.54,P250 Visions,SCM,Classified,2023-04-16 10:46:29
