Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
FAMAS_Waters_of_Nephthys,Anubis,Classified,0.00,0.70,2024-04-06 18:27:27,USD,103.43,74.99,40.50,34.00,30.62
P250_Apeps_Curse,Anubis,Classified,0.00,1.00,2024-04-06 18:27:34,USD,110.00,68.00,39.02,30.00,29.62
AWP_Duality,Revolution,Classified,0.00,0.80,2024-04-06 20:37:27,USD,12.24,5.67,2.55,2.87,1.95
P2000_Wicked_Sick,Revolution,Classified,0.00,1.00,2024-04-06 20:37:53,USD,12.00,5.31,2.18,1.65,1.45
