Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
FAMAS_Waters_of_Nephthys,Anubis,Classified,0.00,0.70,2024-04-06 18:27:27,USD,134.98,90.59,49.64,38.38,32.86
P250_Apeps_Curse,Anubis,Classified,0.00,1.00,2024-04-06 18:27:34,USD,133.34,85.00,46.07,37.06,31.85
AWP_Duality,Revolution,Classified,0.00,0.80,2024-04-06 20:37:27,USD,15.07,7.79,3.39,3.73,2.45
P2000_Wicked_Sick,Revolution,Classified,0.00,1.00,2024-04-06 20:37:53,USD,15.75,7.18,3.10,1.96,1.52
