floatWear,formattedPrice,price,currencyCode,item,source,rarity,timestamp
0.28843358159065,0.11,4.19,THB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.35753789544106,0.11,4.19,THB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30053260922432,0.11,4.19,THB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28695344924927,0.11,4.19,THB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28647908568382,0.11,4.19,THB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28970071673393,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30939334630966,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.27428004145622,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31163668632507,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.28764933347702,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.25730159878731,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31267133355141,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.3085224032402,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.30395120382309,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.27671504020691,0.11,9.7,RUB,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.29291093349457,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.31472918391228,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
0.3414478302002,0.11,4.6,UAH,Galil AR Destroyer,SCM,Mil-Spec,2023-05-05 09:44:56
