Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
P90_Neoqueen,Revolution,Restricted,,,2024-04-04 15:24:27,USD,1.91,0.93,0.47,0.48,0.50
Nova_Sobek's_Bite,Anubis,Restricted,,,2024-04-04 17:28:41,USD,15.04,10.31,6.74,5.54,4.23
