Item,Collection,Rarity,MinF,MaxF,Timestamp,CUR,FN,MW,FT,WW,BS
AWP_Duality,Revolution,Classified,0.00,0.80,2024-04-11 23:48:11,USD,11.17,5.48,2.5,2.75,1.96
P2000_Wicked_Sick,Revolution,Classified,0.00,1.00,2024-04-11 23:49:12,USD,11.45,5.69,2.29,1.55,1.11
UMP-45_Wild_Child,Revolution,Classified,0.00,1.00,2024-04-11 23:49:56,USD,11.97,5.83,2.19,1.56,1.23
